,models,filepaths,labelpaths,acc,nll,brier,qunc,hyperparameters,seed,npz_flag,train_set,test_set,model_family
115,vgg11,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/vgg11/run_1.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9239,0.30164457097557873,0.12277292744366462,0.045984577,[None],1,cifar10,cifar10,cifar10,Neural Network
116,vgg11,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/vgg11/run_2.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9241,0.30371393351325754,0.120885426447496,0.044945937,[None],2,cifar10,cifar10,cifar10,Neural Network
117,vgg11,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/vgg11/run_3.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9232,0.30579198305302246,0.12448290909912105,0.04630209,[None],3,cifar10,cifar10,cifar10,Neural Network
118,vgg11,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/vgg11/run_4.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9249,0.3029151739936119,0.12310669214935624,0.046079017,[None],4,cifar10,cifar10,cifar10,Neural Network
119,vgg13,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/vgg13/run_0.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9419,0.22514161520852927,0.09363804160689225,0.035613105,[None],0,cifar10,cifar10,cifar10,Neural Network
120,vgg13,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/vgg13/run_1.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9432,0.23402966386220114,0.09265184232527879,0.033873506,[None],1,cifar10,cifar10,cifar10,Neural Network
121,vgg13,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/vgg13/run_2.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9402,0.23378342438636388,0.09617500251810564,0.034750555,[None],2,cifar10,cifar10,cifar10,Neural Network
122,vgg13,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/vgg13/run_3.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9403,0.24294385342504493,0.09659785562505965,0.035338484,[None],3,cifar10,cifar10,cifar10,Neural Network
123,vgg13,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/vgg13/run_4.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9433,0.2320179579393103,0.0941731288851718,0.033487767,[None],4,cifar10,cifar10,cifar10,Neural Network
124,vgg16,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/vgg16/run_0.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9406,0.29072582007386155,0.10259635678946004,0.023257975,[None],0,cifar10,cifar10,cifar10,Neural Network
125,vgg16,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/vgg16/run_1.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9399,0.29060057440927956,0.10213520278553165,0.024318915,[None],1,cifar10,cifar10,cifar10,Neural Network
126,vgg16,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/vgg16/run_2.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9413,0.28670582665894145,0.10097005291489496,0.023030482,[None],2,cifar10,cifar10,cifar10,Neural Network
127,vgg16,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/vgg16/run_3.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9392,0.30497369316156037,0.10592819768794143,0.023022918,[None],3,cifar10,cifar10,cifar10,Neural Network
128,vgg16,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/vgg16/run_4.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9426,0.2820666032095374,0.09866279148700692,0.023306651,[None],4,cifar10,cifar10,cifar10,Neural Network
129,vgg19,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/vgg19/run_0.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9358,0.3157953524219127,0.11081452984628445,0.025660416,[None],0,cifar10,cifar10,cifar10,Neural Network
130,vgg19,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/vgg19/run_1.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9392,0.31868892837457025,0.10866466923607539,0.021472566,[None],1,cifar10,cifar10,cifar10,Neural Network
131,vgg19,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/vgg19/run_2.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9389,0.3052261917963275,0.10625365935321163,0.025084939,[None],2,cifar10,cifar10,cifar10,Neural Network
132,vgg19,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/vgg19/run_3.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9378,0.30801696990539384,0.10725907043046588,0.023306858,[None],3,cifar10,cifar10,cifar10,Neural Network
